parent_institution_name,prodi_name,jenjang,wilayah,no_sk,tahun_sk,akreditasi_prodi,tanggal_kadaluarsa
"UNIVERSITAS KATOLIK SANTO AGUSTINUS HIPPO, LANDAK",KEBIDANAN (KAMPUS KOTA PONTIANAK),D-III,11,0771/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH JEMBER, JEMBER",ILMU KEPERAWATAN,S1,07,0702/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH JEMBER, JEMBER",NERS,Profesi,07,0703/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH SIDOARJO, SIDOARJO",MANAJEMEN INFORMASI KESEHATAN,D-IV,07,0818/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH TANGERANG, TANGERANG",KEBIDANAN,S1,04,0745/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH TANGERANG, TANGERANG",BIDAN,Profesi,04,0746/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS PEMBANGUNAN INDONESIA, MANADO",NERS,Profesi,16,0725/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS PEMBANGUNAN INDONESIA, MANADO",KEPERAWATAN,S1,16,0724/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS RESPATI YOGYAKARTA, YOGYAKARTA",KESEHATAN MASYARAKAT,S2,05,0801/LAM-PTKes/Akr/Mag/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS SUMATERA UTARA, MEDAN",JANTUNG DAN PEMBULUH DARAH,Spesialis,PTN,0854/LAM-PTKes/Akr/Spe/X/2022,2022,UNGGUL,2027-10-20
"UNIVERSITAS SUMATERA UTARA, MEDAN",PENYAKIT DALAM,Spesialis,PTN,1090/LAM-PTKes/Akr/Spe/XII/2022,2022,UNGGUL,2027-12-28
"UNIVERSITAS SUMATERA UTARA, MEDAN",ANESTESIOLOGI DAN TERAPI INTENSIF,Spesialis,PTN,0522/LAM-PTKes/Akr/Spe/VII/2023,2023,UNGGUL,2028-07-27
Sekolah Tinggi Manajemen Asuransi Trisakti,Asuransi Jiwa,D3,03,118/SK/LAMSAMA/Akred/DIII/V/2025,2025,Unggul,2027-05-21
IAIN Ambon,Statistika,S1,PTAN,019/SK/LAMSAMA/Akred-M/S/V/2025,2024,Baik,2026-01-16
Universitas Islam Cirebon,Pendidikan Islam Anak Usia Dini,S1,PTAS,827/SK/LAMDIK/Ak-PSB-PNB/S/VI/2025,2025,Baik,-
Sekolah Tinggi Agama Islam Negeri Majene,Pendidikan Agama Islam,S2,PTAN,821/SK/LAMDIK/Ak-SM/M/VI/2025,2025,Baik,-
Sekolah Tinggi Agama Islam Negeri Majene,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,820/SK/LAMDIK/Ak-SM/S/VI/2025,2025,Baik,-
Institut Darul Qur'an Payakumbuh,Pendidikan Agama Islam,S1,PTAS,659/SK/LAMDIK/Ak-PSB-PNB/S/V/2025,2025,Baik,-
"INSTITUT KESEHATAN DAN TEKNOLOGI BUTON RAYA, BAUBAU",KEBIDANAN,D-III,09,0768/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN ACEH, BANDA ACEH",KEBIDANAN (KAMPUS KAB ACEH UTARA),D-III,PTKL,0565/LAM-PTKes/Akr/Dip/IV/2025,2025,BAIK SEKALI,2030-04-25
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN KALIMANTAN TIMUR, SAMARINDA",KEPERAWATAN,D-IV,PTKL,0718/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN KALIMANTAN TIMUR, SAMARINDA",NERS,Profesi,PTKL,0719/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SEMARANG, SEMARANG",KEPERAWATAN (KAMPUS MAGELANG),D-IV,PTKL,0727/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"SEKOLAH TINGGI ILMU KESEHATAN KESEHATAN BARU, HUMBANG HASUNDUTAN",KEBIDANAN,D-III,01,0765/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS IBRAHIMY, SITUBONDO",FARMASI,S1,07,0792/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS ISLAM MALANG, MALANG",FARMASI,S1,07,0790/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS LAMPUNG, BANDAR LAMPUNG",DOKTER,Profesi,PTN,0686/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS LAMPUNG, BANDAR LAMPUNG",KEDOKTERAN,S1,PTN,0685/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR, SAMARINDA",KEPERAWATAN,S1,11,0712/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR, SAMARINDA",KESEHATAN MASYARAKAT,S1,11,0806/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR, SAMARINDA",NERS,Profesi,11,0713/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH KUDUS, KUDUS",BIDAN,Profesi,06,0744/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH KUDUS, KUDUS",KEBIDANAN,S1,06,0743/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH PURWOKERTO, PURWOKERTO",FARMASI,S2,06,0772/LAM-PTKes/Akr/Mag/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH SAMPIT, KOTAWARINGIN TIMUR",KEBIDANAN,D-III,11,0763/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH SIDOARJO, SIDOARJO",KEBIDANAN,S1,07,0753/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH SIDOARJO, SIDOARJO",BIDAN,Profesi,07,0754/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS SAFIN PATI, PATI",ADMINISTRASI RUMAH SAKIT,S1,06,0808/LAM-PTKes/Akr/Sar/V/2025,2025,Baik,2030-05-23
"UNIVERSITAS TADULAKO, PALU",FARMASI,S1,PTN,0784/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
Universitas Pancasila,Teknik Mesin,S3,03,0342/SK/LAM Teknik/PB.AD/I/2025,2025,Baik,2027-01-12
"SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH LHOKSEUMAWE, LHOKSEUMAWE",NERS,Profesi,13,0701/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH LHOKSEUMAWE, LHOKSEUMAWE",ILMU KEPERAWATAN,S1,13,0700/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS ABDURRAB, PEKANBARU",FISIOTERAPI,S1,17,0820/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS DEHASEN BENGKULU, BENGKULU",KEBIDANAN,S1,02,0755/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS DEHASEN BENGKULU, BENGKULU",BIDAN,Profesi,02,0756/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS INDONESIA TIMUR, MAKASSAR",ANALIS KESEHATAN,D-III,09,0816/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS SEBELAS MARET, SURAKARTA",ILMU BEDAH,Spesialis,PTN,0672/LAM-PTKes/Akr/Spe/V/2025,2025,UNGGUL,2030-05-23
"AKADEMI KEBIDANAN AGUNG HUSADA, OGAN KOMERING ILIR",KEBIDANAN,D-III,02,0769/LAM-PTKes/Akr/Dip/V/2025,2025,Baik,2030-05-23
"INSTITUT SWADIRI, JAYAPURA",ADMINISTRASI KESEHATAN,S1,14,0805/LAM-PTKes/Akr/Sar/V/2025,2025,Baik,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN ACEH, BANDA ACEH",KEBIDANAN,D-III,PTKL,0762/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALANG, MALANG",TEKNOLOGI BANK DARAH,D-III,PTKL,0819/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MEDAN, MEDAN",KESEHATAN GIGI,D-III,PTKL,0827/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN TANJUNG KARANG, BANDAR LAMPUNG",SANITASI LINGKUNGAN,D-IV,PTKL,0810/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"POLITEKNIK NUSANTARA BALIKPAPAN, BALIKPAPAN",FARMASI,D-III,11,0794/LAM-PTKes/Akr/Dip/V/2025,2025,Baik,2030-05-23
"SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH CIAMIS, CIAMIS",TEKNOLOGI LABORATORIUM MEDIS,D-III,04,1001/LAM-PTKes/Akr/Dip/XI/2022,2022,BAIK SEKALI,2027-11-23
"UNIVERSITAS AN NUUR, PURWODADI",FARMASI,S1,06,0781/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS BHAMADA SLAWI, TEGAL",FARMASI,S1,06,0785/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS ESA UNGGUL, JAKARTA",FARMASI,S1,03,0789/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS GADJAH MADA, YOGYAKARTA",DIETISIEN,Profesi,PTN,0814/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS GADJAH MADA, YOGYAKARTA",PENYAKIT DALAM,Subspesialis,PTN,0669/LAM-PTKes/Akr/SubSpe/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS HAFSHAWATY ZAINUL HASAN, PROBOLINGGO",KEBIDANAN,S1,07,0741/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS HAFSHAWATY ZAINUL HASAN, PROBOLINGGO",BIDAN,Profesi,07,0742/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS ISLAM BANDUNG, BANDUNG",APOTEKER,Profesi,04,0774/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS JAMBI, JAMBI",KESEHATAN HEWAN,D-III,PTN,0823/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS KARYA PERSADA MUNA, MUNA",ADMINISTRASI KESEHATAN,S1,09,0803/LAM-PTKes/Akr/Sar/V/2025,2025,Baik,2030-05-23
"UNIVERSITAS MAHASARASWATI DENPASAR, DENPASAR",KEDOKTERAN,S1,08,0689/LAM-PTKes/Akr/Sar/V/2025,2025,Baik,2030-05-23
"UNIVERSITAS MAHASARASWATI DENPASAR, DENPASAR",DOKTER,Profesi,08,0690/LAM-PTKes/Akr/Pro/V/2025,2025,Baik,2030-05-23
"UNIVERSITAS MOHAMMAD NATSIR BUKITTINGGI, BUKITTINGGI",KEPERAWATAN,D-III,10,0728/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH BANJARMASIN, BANJARMASIN",APOTEKER,Profesi,11,0775/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH GRESIK, GRESIK",FARMASI,D-III,07,0797/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS MUHAMMADIYAH KLATEN, KLATEN",NERS,Profesi,06,0699/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH KLATEN, KLATEN",ILMU KEPERAWATAN,S1,06,0698/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS PALANGKA RAYA, PALANGKA RAYA",FARMASI,S1,PTN,0786/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS SAINS AL-QUR'AN, WONOSOBO",NERS,Profesi,06,0711/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS SAINS AL-QUR'AN, WONOSOBO",KEPERAWATAN,S1,06,0710/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS SAM RATULANGI, MANADO",ILMU KESEHATAN MASYARAKAT,S1,PTN,0802/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,Akuntansi,S1,04,2317/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Politeknik Negeri Malang,Akuntansi Manajemen (Kampus Kab Pamekasan),D-IV,PTN,2308/DE/A.5/AR.10/V/2025,2025,Baik,2030-05-23
Universitas Maritim Raja Ali Haji (UMRAH),Akuntansi,S1,PTN,2312/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Bengkulu,Akuntansi,S1,PTN,2315/DE/A.5/AR.10/V/2025,2025,Unggul,2030-05-23
Universitas Islam Negeri Walisongo Semarang,Ekonomi Syariah (Ekonomi Islam),S1,PTAN,2320/DE/A.5/AR.10/V/2025,2025,Unggul,2030-05-23
Universitas Maritim Raja Ali Haji (UMRAH),Bisnis Digital,S1,PTN,2313/DE/A.5/AR.10/V/2025,2025,Baik,2030-05-23
Universitas Bina Nusantara,Bisnis Digital (Kampus Kota Semarang),S1,03,2321/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Islam Negeri Syarif Hidayatullah,Ekonomi Syariah,S1,PTAN,2318/DE/A.5/AR.10/V/2025,2025,Unggul,2030-05-23
Universitas Mega Buana Palopo,Perdagangan Internasional,S1,09,2310/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Bengkulu,Ekonomi Pembangunan,S1,PTN,2323/DE/A.5/AR.10/V/2025,2025,Unggul,2030-05-23
Universitas Islam Kebangsaan Indonesia,Manajemen,S1,13,2319/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Buana Perjuangan Karawang,Manajemen,S1,04,2314/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Medika Suherman,Bisnis Digital,S1,04,2316/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Trilogi,Akuntansi,S1,03,2325/DE/A.5/AR.10/V/2025,2025,Unggul,2030-05-23
Universitas Catur Insan Cendekia,Manajemen Bisnis,D-III,04,2307/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Teknokrat Indonesia,Akuntansi,S1,02,2311/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Syiah Kuala,Ilmu Ekonomi,S3,PTN,2327/DE/A.5/AR.10/V/2025,2025,Unggul,2030-05-23
Universitas Sains Indonesia,Administrasi Bisnis,S1,04,2324/DE/A.5/AR.10/V/2025,2025,Baik,2030-05-23
Universitas Media Nusantara Citra,Manajemen,S1,03,2309/DE/A.5/AR.10/V/2025,2025,Baik Sekali,2030-05-23
Universitas Palangka Raya,Akuntansi,S1,PTN,2320/DE/A.5/AR.10/V/2025,2025,Unggul,2030-05-23
Universitas Diponegoro,Bioteknologi,S1,PTN,124/SK/LAMSAMA/Akred/S/V/2025,2025,Baik Sekali,2030-05-25
Universitas Negeri Makassar,Kimia,S1,PTN,131/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2030-06-02
Universitas Negeri Makassar,Biologi,S1,PTN,129/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2030-06-02
Universitas Negeri Makassar,Matematika,S1,PTN,130/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2030-06-02
Institut Teknologi Statistika Dan Bisnis Muhammadiyah Semarang,Sains Aktuaria,S1,06,127/SK/LAMSAMA/Akred/S/VI/2025,2025,Baik,2030-06-02
Universitas Muhammadiyah Riau,Kimia,S1,17,128/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2030-06-02
"AKADEMI REFRAKSI OPTISI SURABAYA, SURABAYA",REFRAKSI OPTISI,D-III,07,0822/LAM-PTKes/Akr/Dip/V/2025,2025,BAIK SEKALI,2030-05-23
"INSTITUT KESEHATAN DAN TEKNOLOGI KARTINI BATAM, BATAM",ADMINISTRASI RUMAH SAKIT,D-III,17,0061/LAM-PTKes/Akr/Dip/Khs/II/2024,2024,Baik,2029-01-31
"INSTITUT KESEHATAN DAN TEKNOLOGI KARTINI BATAM, BATAM",ANALIS KESEHATAN,D-III,17,0836/LAM-PTKes/Akr/Dip/Khs/XI/2023,2023,Baik,2028-11-09
"INSTITUT KESEHATAN DAN TEKNOLOGI KARTINI BATAM, BATAM",TEKNOLOGI BANK DARAH,D-III,17,0677/LAM-PTKes/Akr/Dip/Khs/IX/2024,2024,Baik,2029-09-12
"INSTITUT TEKNOLOGI DAN KESEHATAN MUHAMMADIYAH KALIMANTAN BARAT, PONTIANAK",NERS,Profesi,11,0721/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"INSTITUT TEKNOLOGI DAN KESEHATAN MUHAMMADIYAH KALIMANTAN BARAT, PONTIANAK",KEPERAWATAN,D-III,11,0734/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"INSTITUT TEKNOLOGI DAN KESEHATAN MUHAMMADIYAH KALIMANTAN BARAT, PONTIANAK",ILMU KEPERAWATAN,S1,11,0720/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"INSTITUT TEKNOLOGI, SAINS, DAN KESEHATAN RS. DR. SOEPRAOEN KESDAM V/BRW, MALANG",BIDAN,Profesi,07,0738/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"INSTITUT TEKNOLOGI, SAINS, DAN KESEHATAN RS. DR. SOEPRAOEN KESDAM V/BRW, MALANG",KEPERAWATAN,D-III,07,0735/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"INSTITUT TEKNOLOGI, SAINS, DAN KESEHATAN RS. DR. SOEPRAOEN KESDAM V/BRW, MALANG",KEBIDANAN,S1,07,0737/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PONTIANAK, PONTIANAK",KEBIDANAN,D-III,PTKL,0764/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS AIRLANGGA, SURABAYA",ILMU KEDOKTERAN TROPIS,S2,PTN,0671/LAM-PTKes/Akr/Mag/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS BAITURRAHMAH, PADANG",FARMASI KLINIS,S1,10,0782/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS BENGKULU, BENGKULU",FARMASI,S1,PTN,0783/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS BINA SEHAT PPNI MOJOKERTO, MOJOKERTO",BIDAN,Profesi,07,0750/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS BINA SEHAT PPNI MOJOKERTO, MOJOKERTO",ILMU KEPERAWATAN,S1,07,0706/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS BINA SEHAT PPNI MOJOKERTO, MOJOKERTO",NERS,Profesi,07,0707/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS BINA SEHAT PPNI MOJOKERTO, MOJOKERTO",KEBIDANAN,S1,07,0749/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"UNIVERSITAS BRAWIJAYA, MALANG",ILMU GIZI,S2,PTN,0813/LAM-PTKes/Akr/Mag/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS HASANUDDIN, MAKASSAR",KEPERAWATAN MEDIKAL BEDAH,Spesialis,PTN,0695/LAM-PTKes/Akr/Spe/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS IPWIJA, BOGOR",KEBIDANAN,D-III,04,0245/LAM-PTKes/Akr/Dip/Khs/IV/2024,2024,Baik,2029-04-17
"UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKARTA, JAKARTA",APOTEKER,Profesi,PTAN,0777/LAM-PTKes/Akr/Pro/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKARTA, JAKARTA",FARMASI,S1,PTAN,0776/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
"UNIVERSITAS MUHAMMADIYAH SEMARANG, SEMARANG",KESEHATAN MASYARAKAT,S1,06,0804/LAM-PTKes/Akr/Sar/V/2025,2025,UNGGUL,2030-05-23
Universitas Sebelas Maret,Manajemen Perdagangan Internasional,D-IV,PTN,655/DE/A.5/AR.11/IV/2025,2025,Baik,2030-04-23
Universitas Jenderal Soedirman,Matematika,S1,PTN,137/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2027-06-04
Universitas Negeri Medan,Kimia,S1,PTN,136/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2027-06-04
Universitas Pakuan,Matematika,S1,04,138/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2027-06-04
Universitas Islam Malang,Biologi,S1,07,139/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2030-06-04
"INSTITUT CITRA INTERNASIONAL, PANGKALPINANG",BIDAN,Profesi,02,0752/LAM-PTKes/Akr/Pro/V/2025,2025,BAIK SEKALI,2030-05-23
"INSTITUT CITRA INTERNASIONAL, PANGKALPINANG",KEBIDANAN,S1,02,0751/LAM-PTKes/Akr/Sar/V/2025,2025,BAIK SEKALI,2030-05-23
"INSTITUT KESEHATAN DAN TEKNOLOGI BUTON RAYA, BAUBAU",GIZI,S1,09,0815/LAM-PTKes/Akr/Sar/V/2025,2025,Baik,2030-05-23
"SEKOLAH TINGGI ILMU KESEHATAN AKBIDYO, YOGYAKARTA",KEBIDANAN,D-III,05,0767/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
"SEKOLAH TINGGI ILMU KESEHATAN MITRA HUSADA KARANGANYAR, KARANGANYAR",MANAJEMEN INFORMASI KESEHATAN,D-IV,06,0826/LAM-PTKes/Akr/Dip/V/2025,2025,UNGGUL,2030-05-23
Universitas Bina Nusantara,Kewirausahaan (Kampus Kota Bandung),S1,03,007/DE/A.5/AR.9/II/2025,2025,Unggul,2029-07-26
Institut Binamadani Indonesia,Perbankan Syariah,S1,PTAS,2328/DE/A.5/AR.10/VI/2025,2025,Baik Sekali,2029-02-02
Universitas IPWIJA,Manajemen,S2,04,2329/DE/A.5/AR.10/VI/2025,2025,Baik Sekali,2027-12-12
Universitas IPWIJA,Kewirausahaan,S1,04,2330/DE/A.5/AR.10/VI/2025,2025,Baik,2029-10-11
Institut Nida El Adabi,Manajemen Bisnis Syariah,S1,PTAS,2331/DE/A.5/AR.10/VI/2025,2025,Baik,2030-03-14
Institut Nida El Adabi,Ekonomi Syariah,S1,PTAS,2332/DE/A.5/AR.10/VI/2025,2025,Baik,2030-03-19
Universitas Katolik Parahyangan,Matematika,S1,04,141/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2030-06-04
Universitas Islam Negeri Syarif Hidayatullah,Fisika,S1,PTAN,092/SK/LAMSAMA/Akred/S/V/2025,2025,Baik Sekali,2030-05-13
Universitas Islam Negeri Syarif Hidayatullah,Biologi,S1,PTAN,142/SK/LAMSAMA/Akred/S/VI/2025,2025,Baik Sekali,2030-06-04
Universitas Islam Negeri Syarif Hidayatullah,Kimia,S1,PTAN,126/SK/LAMSAMA/Akred/S/VI/2025,2025,Unggul,2030-06-02
Politeknik STIA LAN Makassar,Administrasi Pembangunan Negara,S2,PTKL,31/AK.03.01/2025,2025,B,2026-01-27
STISIPOL Raja Haji,Ilmu Administrasi Publik,S1,17,82/AK.03.01/2025,2025,B,2026-05-01
Universitas Indonesia,Ilmu Administrasi Negara,S1,PTN,83/AK.03.01/2025,2025,Unggul,2026-05-01
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Biologi,S1,14,839/SK/LAMDIK/Ak-P/S/VI/2025,2025,B,-
Institut Agama Islam Bogor,Manajemen Pendidikan Islam,S1,PTAS,817/SK/LAMDIK/Ak/S/VI/2025,2025,Baik,2029-08-18
Universitas Islam Negeri Sultan Syarif Kasim Riau,Pendidikan Bahasa Indonesia,S1,PTAN,816/SK/LAMDIK/Ak/S/VI/2025,2025,Unggul,2030-06-04
Universitas Islam Negeri Raden Mas Said Surakarta,Tadris Matematika,S1,PTAN,815/SK/LAMDIK/Ak/S/VI/2025,2025,Baik Sekali,2029-12-26
Universitas Negeri Malang,Bimbingan Dan Konseling,S2,PTN,811/SK/LAMDIK/Ak/M/VI/2025,2025,Unggul,2030-05-31
Universitas Islam Negeri Mahmud Yunus Batusangkar,Tadris Matematika,S1,PTAN,809/SK/LAMDIK/Ak/S/VI/2025,2025,Baik Sekali,2030-06-04
Sekolah Tinggi Ilmu Tarbiyah Muhammadiyah Bojonegoro,Pendidikan Agama Islam,S1,PTAS,813/SK/LAMDIK/Ak/S/VI/2025,2025,Baik Sekali,2030-06-04
Universitas Negeri Surabaya,Pendidikan Matematika,S3,PTN,814/SK/LAMDIK/Ak/D/VI/2025,2025,Unggul,2030-06-04
Universitas Wahid Hasyim,Pendidikan Agama Islam,S1,06,810/SK/LAMDIK/Ak/S/VI/2025,2025,Unggul,2030-06-04
