institution_code,institution_name,akreditasi_institusi,no_sk,tahun_sk,wilayah,tanggal_kadaluarsa
banpt-2601,STAI Mempawah Pontianak,Baik,248/SK/BAN-PT/Ak/PT/IV/2023,2023,PTAS,2028-04-04
banpt-2602,Universitas Katolik Santo Agustinus Hippo,Baik,239/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,11,2026-12-08
banpt-2603,Universitas Widya Gama Mahakam Samarinda,Baik Sekali,238/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,11,2027-11-08
banpt-2604,Universitas Abulyatama,B,234/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,13,2027-10-11
banpt-2605,Universitas Bung Karno,B,236/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,03,2027-10-11
banpt-2606,Universitas Balikpapan,B,235/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,11,2027-09-13
banpt-2607,Akademi Kebidanan Menara Primadani,Baik,224/SK/BAN-PT/Ak/PT/III/2023,2023,09,2028-03-28
banpt-2608,Sekolah Tinggi Pariwisata Bogor,Baik Sekali,225/SK/BAN-PT/Ak/PT/III/2023,2023,04,2028-03-28
banpt-2609,Universitas Nahdlatul Ulama Yogyakarta,Baik,223/SK/BAN-PT/Ak/PT/III/2023,2023,05,2028-03-28
banpt-2610,Politeknik Kutaraja,Baik,222/SK/BAN-PT/Ak/PT/III/2023,2023,13,2028-03-28
banpt-2611,STIE YBPK Palangka Raya,Baik,226/SK/BAN-PT/Ak/PT/III/2023,2023,11,2028-03-28
banpt-2612,STIKES Pasapua Ambon,Baik,221/SK/BAN-PT/Ak/PT/III/2023,2023,12,2028-03-28
banpt-2613,Politeknik Adiguna Maritim Indonesia Medan,B,229/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,01,2028-04-11
banpt-2614,Sekolah Tinggi Ilmu Kesehatan Merangin,Baik,228/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,10,2028-04-11
banpt-2615,"STAI Al-Azhary Cianjur, Jawa Barat",Baik,233/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTAS,2028-03-28
banpt-2616,Sekolah Tinggi Ilmu Kesehatan Semarang,Baik,207/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,06,2026-04-26
banpt-2617,Universitas Al-Irsyad Cilacap,Baik,209/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,06,2025-11-10
banpt-2618,Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya,Baik Sekali,201/SK/BAN-PT/Ak/PT/III/2023,2023,04,2028-03-21
banpt-2619,STKIP Situs Banten di Serang,Baik,203/SK/BAN-PT/Ak/PT/III/2023,2023,04,2028-03-21
banpt-2620,Sekolah Tinggi Ilmu Syari'ah Sultan Fatah,Baik,202/SK/BAN-PT/Ak/PT/III/2023,2023,PTAS,2028-03-21
banpt-2621,Institut Teknologi dan Ilmu Sosial Khatulistiwa,B,205/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,10,2026-09-28
banpt-2622,Poltekkes Kemenkes Kalimantan Timur,B,215/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTKL,2028-04-04
banpt-2623,Poltekkes Kemenkes Padang,B,216/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTKL,2028-04-04
banpt-2624,STKIP Muhammadiyah Lumajang,Baik,204/SK/BAN-PT/Ak/PT/III/2023,2023,07,2028-03-21
banpt-2625,Akademi Kebidanan Bakti Nusantara Rantepao,Baik,186/SK/BAN-PT/Ak/PT/III/2023,2023,09,2028-03-14
banpt-2626,Politeknik Amamapare,Baik,190/SK/BAN-PT/Ak/PT/III/2023,2023,14,2028-03-14
banpt-2627,STES Harapan Bima Nusa Tenggara Barat,Baik,191/SK/BAN-PT/Ak/PT/III/2023,2023,PTAS,2028-03-14
banpt-2628,Universitas Muslim Buton,Baik,188/SK/BAN-PT/Ak/PT/III/2023,2023,09,2028-03-14
banpt-2629,Universitas Nahdlatul Ulama Sumatera Utara,Baik,192/SK/BAN-PT/Ak/PT/III/2023,2023,01,2028-03-14
banpt-2630,Universitas Negeri Gorontalo,Unggul,200/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTN,2028-02-22
banpt-2631,Universitas Muhammadiyah Palangka Raya,Baik Sekali,194/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,11,2027-11-01
banpt-2632,Sekolah Tinggi Ilmu Tarbiyah Serdang Bedagai,Baik,187/SK/BAN-PT/Ak/PT/III/2023,2023,PTAS,2028-03-14
banpt-2633,STEI Walisongo sampang,Baik,161/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTAS,2028-03-21
banpt-2634,Universitas Lamappapoleonro,B,162/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,09,2027-12-06
banpt-2635,Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember,Baik,151/SK/BAN-PT/Ak/PT/III/2023,2023,07,2028-03-07
banpt-2636,Sekolah Tinggi Ilmu Ekonomi Manajemen Bisnis Indonesia,Baik,181/SK/BAN-PT/Ak/PT/III/2023,2023,04,2028-03-07
banpt-2637,Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Papua,Baik,153/SK/BAN-PT/Ak/PT/III/2023,2023,14,2028-03-07
banpt-2638,Sekolah Tinggi Ilmu Pertanian Belitang,Baik,152/SK/BAN-PT/Ak/PT/III/2023,2023,02,2028-03-07
banpt-2639,Akademi Keperawatan Pemerintah Kabupaten Ngawi,Baik,156/SK/BAN-PT/Ak/PT/III/2023,2023,07,2028-03-07
banpt-2640,Universitas Multi Data Palembang,Baik Sekali,160/SK/BAN-PT/Ak/PT/III/2023,2023,02,2028-03-07
banpt-2641,Universitas Bumigora,Baik Sekali,155/SK/BAN-PT/Ak/PT/III/2023,2023,08,2028-03-07
banpt-2642,Sekolah Tinggi Pariwisata Sahid Surakarta,B,163/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,06,2027-08-16
banpt-2643,Universitas Satya Negara Indonesia,B,166/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,03,2028-03-21
banpt-2644,STMIK Himsya,Baik,154/SK/BAN-PT/Ak/PT/III/2023,2023,06,2028-03-07
banpt-2645,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Andi Matappa,Baik,147/SK/BAN-PT/Ak-PPJ/PT/III/2023,2023,09,2026-12-28
banpt-2646,Universitas Muhammadiyah A.R. Fachruddin,Baik Sekali,148/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,04,2026-05-18
banpt-2647,Universitas Cokroaminoto Yogyakarta,Baik Sekali,149/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,05,2027-12-06
banpt-2648,STAI Badrus Sholeh Purwoasri Kediri,Baik,150/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,PTAS,2027-05-24
banpt-2649,Institut Agama Islam Al-Ghuraba Rawamangun Jakarta Timur,Baik,145/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-28
banpt-2650,Akademi Analis Farmasi Dan Makanan Banda Aceh,Baik,146/SK/BAN-PT/Ak/PT/II/2023,2023,13,2028-02-28
banpt-2651,STIT Ar-Raudhah,Baik,141/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-27
banpt-2652,Akademi Seni Mangkunegaran Surakarta,Tidak Terakreditasi,134/SK/BAN-PT/Ak-TMSP/PT/II/2023,2023,06,
banpt-2653,Universitas Tangerang Raya,Baik,135/SK/BAN-PT/Ak/PT/II/2023,2023,04,2028-02-27
banpt-2654,"STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan",Baik,139/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-27
banpt-2655,"STIT Al-Falah Rimbo Bujang, Tebo, Jambi",Baik,136/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-27
banpt-2656,Institut Agama Islam Sunan Kalijogo Malang Jawa Timur,Baik,138/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-27
banpt-2657,Akademi Enterpreneurship Terang Bangsa,Baik,137/SK/BAN-PT/Ak/PT/II/2023,2023,06,2028-02-27
banpt-2658,STIE Saint Theresa,Baik,144/SK/BAN-PT/Ak/PT/II/2023,2023,14,2028-02-27
banpt-2659,Sekolah Tinggi Agama Islam Miftahul Ulum,Baik,133/SK/BAN-PT/Ak-PPJ/PT/II/2023,2023,PTAS,2028-02-18
banpt-2660,"STIT Iqra` Kapuas Hulu, Kalimantan Barat",Baik,140/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-27
banpt-2661,Universitas Indonesia Timur,Baik Sekali,125/SK/BAN-PT/Ak/PT/II/2023,2023,09,2028-02-22
banpt-2662,Sekolah Tinggi Ilmu Tarbiyah Nusantara Bekasi,Baik,118/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-22
banpt-2663,STAI Darul Qur`an Payakumbuh,Baik Sekali,124/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-22
banpt-2664,Institut Pendidikan Nusantara Global,Baik,117/SK/BAN-PT/Ak/PT/II/2023,2023,08,2028-02-22
banpt-2665,Sekolah Tinggi Ilmu Syariah Abu Zairi Bondowoso Jawa Timur,Baik,115/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-22
banpt-2666,STMIK Mercusuar,Baik,114/SK/BAN-PT/Ak/PT/II/2023,2023,04,2028-02-22
banpt-2667,Universitas Sains Dan Teknologi Jayapura,Baik,122/SK/BAN-PT/Ak/PT/II/2023,2023,14,2028-02-22
banpt-2668,Politeknik Transportasi Sungai Danau dan Penyeberangan,Baik Sekali,131/SK/BAN-PT/Ak/PT/II/2023,2023,PTKL,2028-02-22
banpt-2669,Sekolah Tinggi Teologi Pantekosta Sumut - Aceh,Baik,116/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-22
banpt-2670,Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,Baik,123/SK/BAN-PT/Ak/PT/II/2023,2023,09,2028-02-22
banpt-2671,STIT Palapa Nusantara Lombok Nusa Tenggara Barat,Baik,120/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-22
banpt-2672,STKIP Muhammadiyah Sungai Penuh,Baik,119/SK/BAN-PT/Ak/PT/II/2023,2023,10,2028-02-22
banpt-2673,Sekolah Tinggi Perikanan Dan Kelautan Palu,Baik,97/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,16,2028-02-28
banpt-2674,Sekolah Tinggi Ilmu Hukum Manokwari,Baik Sekali,89/SK/BAN-PT/Ak/PT/II/2023,2023,14,2028-02-14
banpt-2675,STIKES Medika Seramoe Barat,Baik,93/SK/BAN-PT/Ak/PT/II/2023,2023,13,2028-02-14
banpt-2676,Sekolah Tinggi Teologi Baptis Kalvari Jakarta,Baik,91/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-14
banpt-2677,STAI Al-Aulia Bogor,Baik,92/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-14
banpt-2678,Sekolah Tinggi Ilmu Tarbiyah (STIT) Islamiyah Nusa Tenggara Barat,Baik,94/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-14
banpt-2679,Akademi Pariwisata Dharma Nusantara Sakti,Baik,87/SK/BAN-PT/Ak/PT/II/2023,2023,05,2028-02-14
banpt-2680,Sekolah Tinggi Ilmu Syariah (STIS) Al-Manar,Baik,90/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-14
banpt-2681,Sekolah Tinggi Ilmu Tarbiyah Lakbok,Baik,85/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-14
banpt-2682,Sekolah Tinggi Ilmu Kesehatan Ar-Rum,Baik,95/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,06,2028-02-14
banpt-2683,Universitas Fort De Kock,Baik Sekali,96/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,10,2028-02-14
banpt-2684,Sekolah Tinggi Agama Islam Minhaajurroosyidiin,Baik,86/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-14
banpt-2685,STIE Pasim Sukabumi,Baik,112/SK/BAN-PT/Ak/PT/II/2023,2023,04,2028-02-14
banpt-2686,Universitas Kristen Satya Wacana,Unggul,111/SK/BAN-PT/Ak.KP/PT/II/2023,2023,06,2027-05-24
banpt-2687,Universitas Sumatera Utara,Unggul,105/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,PTN,2028-02-28
banpt-2688,Universitas Dinamika Bangsa,B,100/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,10,2028-02-21
banpt-2689,IAIN Palopo,B,98/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,PTAN,2028-02-14
banpt-2690,Universitas Diponegoro,Unggul,106/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,PTN,2028-02-14
banpt-2691,Universitas Bandar Lampung,B,104/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,02,2028-02-14
banpt-2692,Institut Keguruan dan Teknologi Larantuka,Baik,88/SK/BAN-PT/Ak/PT/II/2023,2023,15,2028-02-14
banpt-2693,Politeknik Harapan Bangsa Surakarta,Baik,76/SK/BAN-PT/Ak/PT/II/2023,2023,06,2028-02-07
banpt-2694,STAI Nahdlatul Wathan Samawa Sumbawa Besar NTB,Baik,77/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-07
banpt-2695,"Sekolah Tinggi Ilmu Ushuluddin Darussalam, Bangkalan, Jawa Timur",Baik,78/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-07
banpt-2696,Akademi Kebidanan Matorkis,Baik,75/SK/BAN-PT/Ak/PT/II/2023,2023,01,2028-02-07
banpt-2697,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Padang Lawas,Baik,74/SK/BAN-PT/Ak/PT/II/2023,2023,01,2028-02-07
banpt-2698,Akademi Perawatan RS PGI Cikini,Baik,73/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,03,2028-09-14
banpt-2699,Institut Pertanian Bogor,Unggul,68/SK/BAN-PT/Ak.KP/PT/I/2023,2023,PTN,2027-11-08
banpt-2700,Universitas Palangka Raya,Baik Sekali,64/SK/BAN-PT/Ak.KP/PT/I/2023,2023,PTN,2026-06-18
banpt-2701,Institut Agama Islam Negeri Kerinci,Baik Sekali,72/SK/BAN-PT/Ak/PT/I/2023,2023,PTAN,2028-01-31
banpt-2702,Akademi Pariwisata NHI Bandung,Baik Sekali,71/SK/BAN-PT/Ak/PT/I/2023,2023,04,2028-01-31
banpt-2703,Akademi Komunitas Olat Maras,Baik,69/SK/BAN-PT/Ak/PT/I/2023,2023,08,2028-01-31
banpt-2704,STAI H.M. Lukman Edy Pekanbaru,B,59/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,PTAS,2027-09-13
banpt-2705,Sekolah Tinggi Teologi Injili Arastamar Tapanuli (STT Siarnauli),Baik,58/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,PTAS,2028-01-24
banpt-2706,Universitas Indonesia,Unggul,40/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,PTN,2027-12-28
banpt-2707,Universitas Hasanuddin,Unggul,31/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,PTN,2027-12-28
banpt-2708,Sekolah Tinggi Manajemen Informatika dan Komputer Pesat Nabire,Baik,10/SK/BAN-PT/Ak/PT/I/2023,2023,14,2028-01-11
banpt-2709,STMIK Pelita Nusantara,Baik Sekali,11/SK/BAN-PT/Ak/PT/I/2023,2023,01,2028-01-11
banpt-2710,STT Lighthouse Equipping Theological School (Lets),Baik,12/SK/BAN-PT/Ak/PT/I/2023,2023,PTAS,2028-01-11
banpt-2711,STIKES Satria Bhakti Nganjuk,Baik,6/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,07,2028-01-24
banpt-2712,Politeknik Maritim AMI Makassar,Baik Sekali,4/SK/BAN-PT/Ak.KP/PT/I/2023,2023,09,2026-09-09
banpt-2713,Universitas Surabaya,Unggul,5/SK/BAN-PT/Ak.KP/PT/I/2023,2023,07,2025-10-04
banpt-2714,Sekolah Tinggi Teologi El-Shadday Surakarta,Baik,3/SK/BAN-PT/Ak/PT/I/2023,2023,PTAS,2028-01-10
banpt-2715,STMIK Tidore Mandiri,Baik,1/SK/BAN-PT/Ak/PT/I/2023,2023,12,2028-01-10
banpt-2716,STIE IBMI Medan,Baik,2/SK/BAN-PT/Ak/PT/I/2023,2023,01,2028-01-10
banpt-2717,Institut Agama Islam Tasikmalaya,Baik,2047/SK/BAN-PT/Ak-PNB/PT/XII/2022,2022,PTAS,2026-02-23
banpt-2718,Politeknik Al-Islam Bandung,Baik,2044/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,04,2027-10-18
banpt-2719,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Wira Bhakti,Baik,2037/SK/BAN-PT/Ak-PNB/PT/XII/2022,2022,08,2025-11-25
banpt-2720,Sekolah Tinggi Ilmu Kesehatan Sukma Wijaya Sampang,Baik,2043/SK/BAN-PT/Ak-PNB/PT/XII/2022,2022,07,2026-01-30
banpt-2721,Universitas Sam Ratulangi,Unggul,2000/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,PTN,2027-12-28
banpt-2722,Universitas Muhammadiyah Yogyakarta,Unggul,2002/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,05,2027-12-28
banpt-2723,Universitas Islam Indonesia,Unggul,2003/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,05,2027-12-28
banpt-2724,Institut Teknologi Bandung,Unggul,2004/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,PTN,2027-12-28
banpt-2725,Universitas Negeri Surabaya,Unggul,2005/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,PTN,2027-12-28
banpt-2726,Universitas Gadjah Mada,Unggul,2006/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,PTN,2027-12-28
banpt-2727,AMIK Bukittinggi,Baik,2007/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,10,2027-12-28
banpt-2728,Sekolah Tinggi Ilmu Administrasi Mataram,Baik,2008/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,08,2027-12-28
banpt-2729,Sekolah Tinggi Ilmu Administrasi Darul Rachman Tual,Baik,1988/SK/BAN-PT/Ak/PT/XII/2022,2022,12,2027-12-06
banpt-2730,Sekolah Tinggi Ilmu Ekonomi Sutaatmadja,Baik Sekali,1985/SK/BAN-PT/Ak/PT/XII/2022,2022,04,2027-12-06
banpt-2731,Sekolah Tinggi Ilmu Ekonomi Al-Washliyah,Baik,1989/SK/BAN-PT/Ak/PT/XII/2022,2022,01,2027-12-06
banpt-2732,STT INJILI ARASTAMAR NIAS SELATAN,Baik,1987/SK/BAN-PT/Ak/PT/XII/2022,2022,PTAS,2027-12-06
banpt-2733,Politeknik Bisnis Indonesia,Baik,1990/SK/BAN-PT/Ak/PT/XII/2022,2022,01,2027-12-06
banpt-2734,Sekolah Tinggi Agama Islam Syekh Jangkung,Baik,1991/SK/BAN-PT/Ak/PT/XII/2022,2022,PTAS,2027-12-06
banpt-2735,Sekolah Tinggi Ilmu Kesehatan Dona Palembang,Baik,1997/SK/BAN-PT/Ak-PNB/PT/XII/2022,2022,02,2026-01-30
banpt-2736,Universitas Katolik Parahyangan,Unggul,1998/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,04,2027-11-15
banpt-2737,Universitas Yayasan Pendidikan Imam Bonjol Majalengka,Baik,1996/SK/BAN-PT/Ak-PNB/PT/XII/2022,2022,04,2026-06-22
banpt-2738,Politeknik Gajah Sakti,Baik,1984/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,02,2027-12-06
banpt-2739,Universitas Darul  ulum,B,1982/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,07,2027-11-08
banpt-2740,Universitas Binawan,Baik Sekali,1973/SK/BAN-PT/Ak/PT/XI/2022,2022,03,2027-11-30
banpt-2741,Sekolah Tinggi Ilmu Kesehatan Panca Bhakti,Baik,1974/SK/BAN-PT/Ak/PT/XI/2022,2022,02,2027-11-30
banpt-2742,Sekolah Tinggi Teologi Kibaid Makale,Baik,1975/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-30
banpt-2743,Politeknik Kelautan dan Perikanan Bone,Baik Sekali,1971/SK/BAN-PT/Ak/PT/XI/2022,2022,PTKL,2027-11-30
banpt-2744,Institut Agama Islam Al-Khairat Pamekasan Jawa Timur,Baik,1972/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-30
banpt-2745,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,B,1979/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,03,2027-09-13
banpt-2746,Universitas Insan Cendekia Mandiri,Baik,1978/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,04,2027-10-11
banpt-2747,Akademi Maritim Nasional Jaya,Baik,1977/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,03,2027-11-01
banpt-2748,Universitas Mulawarman,Baik Sekali,1970/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTN,2027-11-30
banpt-2749,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,B,1965/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,06,2027-11-08
banpt-2750,Akademi Ilmu Komputer Ternate,Baik,1959/SK/BAN-PT/Ak/PT/XI/2022,2022,12,2027-11-29
banpt-2751,Politeknik Penerbangan Palembang,Baik,1948/SK/BAN-PT/Ak/PT/XI/2022,2022,PTKL,2027-11-29
banpt-2752,"STAI Tulang Bawang, Lampung",Baik,1958/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-29
banpt-2753,STIKES Namira Madina,Baik,1957/SK/BAN-PT/Ak/PT/XI/2022,2022,01,2027-11-29
banpt-2754,Sekolah Tinggi Kesenian Wilwatikta,Baik Sekali,1968/SK/BAN-PT/Ak/PT/XI/2022,2022,07,2027-11-29
banpt-2755,STAI Al-Fithrah Surabaya,Baik,1949/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-29
banpt-2756,Politeknik Balekambang Jepara,Baik,1952/SK/BAN-PT/Ak/PT/XI/2022,2022,06,2027-11-29
banpt-2757,STISIPOL Mujahidin,Baik,1954/SK/BAN-PT/Ak/PT/XI/2022,2022,16,2027-11-29
banpt-2758,Akademi Komunitas Manajemen Perhotelan Indonesia,Baik,1950/SK/BAN-PT/Ak/PT/XI/2022,2022,08,2027-11-29
banpt-2759,Sekolah Tinggi Ilmu Ekonomi Jayakarta,Baik,1960/SK/BAN-PT/Ak/PT/XI/2022,2022,03,2027-11-29
banpt-2760,Akademi Kebidanan Sakinah,Baik,1956/SK/BAN-PT/Ak/PT/XI/2022,2022,07,2027-11-29
banpt-2761,STAI Al-Fattah (STAIFA) Pacitan,Baik,1966/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTAS,2027-10-11
banpt-2762,Sekolah Tinggi Agama Hindu Dharma Nusantara Jakarta,B,1964/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTAN,2027-10-11
banpt-2763,Universitas Tamansiswa,Baik Sekali,1955/SK/BAN-PT/Ak/PT/XI/2022,2022,10,2027-11-29
banpt-2764,Sekolah Tinggi Ilmu Ekonomi Syariah Putera Bangsa Tegal Jawa Tengah,Baik,1951/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-29
banpt-2765,STEI Ar - Rachman,Baik,1953/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-29
banpt-2766,AKPER Mappa Oudang Makassar,Baik,1944/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,09,2027-11-23
banpt-2767,STIKES Ibnu Sina Ajibarang,Baik,1926/SK/BAN-PT/Ak/PT/XI/2022,2022,06,2027-11-22
banpt-2768,Sekolah Tinggi Ilmu Kesehatan Kendal,Baik,1933/SK/BAN-PT/Ak/PT/XI/2022,2022,06,2027-11-22
banpt-2769,Sekolah Tinggi Ilmu Syari'ah Darussalam Bermi,Baik,1930/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22
banpt-2770,Sekolah Tinggi Teologi Injili Indonesia Batam,Baik,1925/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22
banpt-2771,Sekolah Tinggi Akuntansi dan Manajemen Indonesia,Baik,1928/SK/BAN-PT/Ak/PT/XI/2022,2022,01,2027-11-22
banpt-2772,Politeknik Kelautan dan Perikanan Jembrana,Baik Sekali,1923/SK/BAN-PT/Ak/PT/XI/2022,2022,PTKL,2027-11-22
banpt-2773,Akademi Kebidanan Ar-Rahma,Baik,1927/SK/BAN-PT/Ak/PT/XI/2022,2022,07,2027-11-22
banpt-2774,Sekolah Tinggi Ilmu Ekonomi Anindyaguna,Baik,1938/SK/BAN-PT/Ak/PT/XI/2022,2022,06,2027-11-22
banpt-2775,STAI Al-Hamidiyah Bangkalan,Baik,1936/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22
banpt-2776,Universitas Mahaputra Muhammad Yamin,Baik Sekali,1932/SK/BAN-PT/Ak/PT/XI/2022,2022,10,2027-11-22
banpt-2777,Sekolah Tinggi Ilmu Syariah Haji  Abdul Rasyid Lombok Tengah,Baik,1929/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22
banpt-2778,Sekolah Tinggi Ilmu Ekonomi Widya Praja Tanah Grogot,Baik,1939/SK/BAN-PT/Ak-PPJ/PT/XI/2022,2022,11,2027-05-10
banpt-2779,Sekolah Tinggi Agama Hindu Dharma Sentana Sulawesi Tengah,Baik Sekali,1922/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAN,2027-11-22
banpt-2780,Sekolah Tinggi Ekonomi dan Bisnis Islam Al-Anwar Bangkalan,Baik,1931/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22
banpt-2781,STID Mustafa Ibrahim Al-Ishlahuddiny Kediri Lombok Barat NTB,Baik,1934/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22
banpt-2782,Sekolah Tinggi Teologi Mawar Saron Lampung,Baik,1937/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22
banpt-2783,Universitas Negeri Semarang,Unggul,1920/SK/BAN-PT/Ak.KP/PT/XI/2022,2022,PTN,2026-12-28
banpt-2784,Sekolah Tinggi Ilmu Ekonomi Pariwisata Api,Baik,1935/SK/BAN-PT/Ak/PT/XI/2022,2022,05,2027-11-22
banpt-2785,Akademi Keperawatan Dharma Husada Cirebon,Baik,1924/SK/BAN-PT/Ak/PT/XI/2022,2022,04,2027-11-22
banpt-2786,Sekolah Tinggi Ilmu Hukum Bintuni,Baik,1915/SK/BAN-PT/Ak.S/PT/XI/2022,2022,14,9999-01-01
banpt-2787,Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,Baik,1918/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-16
banpt-2788,Politeknik Kesehatan Kartini Bali,Baik,1907/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,08,2027-11-15
banpt-2789,Universitas Puangrimaggalatung,Baik Sekali,1895/SK/BAN-PT/Ak/PT/XI/2022,2022,09,2027-11-15
banpt-2790,Akademi Pariwisata Bunda Padang,Baik,1906/SK/BAN-PT/Ak/PT/XI/2022,2022,10,2027-11-15
