institution_name,prodi_name,jenjang,akreditasi_prodi,status_pencocokan
INSTITUT ILMU SOSIAL DAN MANAJEMEN STIAMI,PERPAJAKAN,D-III,BAIK SEKALI,BERHASIL
STIE AKUNTANSI DAN BISNIS INTERNASIONAL,MANAJEMEN,S1,BAIK,GAGAL COCOK
UNIVERSITAS DOKTOR NUGROHO MAGETAN,SOSIAL EKONOMI PERTANIAN,S1,BAIK,BERHASIL
UNIVERSITAS GADJAH MADA,TEKNIK PENGELOLAAN DAN PEMELIHARAAN INFRASTRUKTUR SIPIL,D-IV,BAIK SEKALI,BERHASIL
AKADEMI MARITIM INDONESIA AIPI,KETATALAKSANAAN PELAYARAN NIAGA DAN KEPELABUHAN,D-III,BAIK,BERHASIL
UNIVERSITAS NEGERI MALANG,MANAJEMEN,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS MUHAMMADIYAH CIREBON,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS SANG BUMI RUWA JURAI,AKUNTANSI,S1,BAIK,BERHASIL
AKADEMI BAHASA ASING BALIKPAPAN,BAHASA INGGRIS,D-III,BAIK,BERHASIL
STKIP BANTEN,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,BERHASIL
UNIVERSITAS SULTAN FATAH,TEKNIK ELEKTRO,S1,BAIK,BERHASIL
UNIVERSITAS KATOLIK SANTO THOMAS,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK,BERHASIL
STKIP PGRI JOMBANG,PENDIDIKAN MATEMATIKA,S2,BAIK,GAGAL COCOK
UNIVERSITAS KAPUAS SINTANG,AGROTEKNOLOGI,S1,BAIK,GAGAL COCOK
AKADEMI KOMUNITAS INDUSTRI TEKSTIL DAN PRODUK TEKSTIL SURAKARTA,TEKNIK PEMBUATAN GARMEN,D-II,BAIK SEKALI,BERHASIL
UNIVERSITAS RIAU KEPULAUAN,TEKNIK ELEKTRO,S1,BAIK,BERHASIL
INSTITUT TEKNOLOGI BATAM,DESAIN KOMUNIKASI VISUAL,S1,BAIK,BERHASIL
INSTITUT ILMU KEISLAMAN ZAINUL HASAN GENGGONG,TADRIS MATEMATIKA,S1,BAIK,GAGAL COCOK
UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN SELATAN,AGRIBISNIS,S1,BAIK,BERHASIL
UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,TEKNIK ELEKTRO,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH SURAKARTA,PSIKOLOGI PROFESI,S2,B,BERHASIL
UNIVERSITAS SERANG RAYA,KEUANGAN DAN PERBANKAN,D-III,B,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM MUHAMMADIYAH TULUNGAGUNG,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
INSTITUT ILMU SOSIAL DAN MANAJEMEN STIAMI,ADMINISTRASI BISNIS,D-III,B,BERHASIL
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN BIOLOGI,S1,A,BERHASIL
UNIVERSITAS KUNINGAN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,A,BERHASIL
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KOMPUTER,S1,B,BERHASIL
UNIVERSITAS TUNAS PEMBANGUNAN,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,GAGAL COCOK
POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,BUDIDAYA TANAMAN PERKEBUNAN,D-III,B,BERHASIL
UNIVERSITAS INDONESIA,PSIKOLOGI TERAPAN,S2,B,BERHASIL
POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,PENGELOLAAN PERKEBUNAN,D-IV,B,BERHASIL
POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,AGRIBISNIS,D-III,A,BERHASIL
POLITEKNIK MANUFAKTUR BANDUNG,TEKNOLOGI REKAYASA MANUFAKTUR,D-IV,B,BERHASIL
UNIVERSITAS KANJURUHAN,PENDIDIKAN BAHASA INGGRIS,S2,BAIK,GAGAL COCOK
UNIVERSITAS BINAWAN,ILMU AKTUARIA,S1,TIDAK TERAKREDITASI,BERHASIL
INSTITUT AGAMA ISLAM RIYADLATUL MUJAHIDIN NGABAR PONOROGO,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
UNIVERSITAS WINAYA MUKTI,KEHUTANAN,S1,B,BERHASIL
INSTITUT AGAMA ISLAM NEGERI PEKALONGAN,BIMBINGAN PENYULUHAN ISLAM,S1,A,GAGAL COCOK
IAIN BENGKULU,MANAJEMEN ZAKAT DAN WAKAF,S1,B,GAGAL COCOK
INSTITUT AGAMA ISLAM PANGERAN DIPONEGORO NGANJUK,AKHLAK DAN TASAWUF,S1,B,BERHASIL
SEKOLAH TINGGI TEKNOLOGI KELAUTAN,SUMBER DAYA AKUATIK,S2,BAIK,GAGAL COCOK
POLITEKNIK INDUSTRI LOGAM MOROWALI,TEKNIK LISTRIK DAN INSTALASI,D-III,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH PARE-PARE,AGRIBISNIS,S2,BAIK,BERHASIL
UNIVERSITAS TEKNOLOGI SUMBAWA,TEKNIK INDUSTRI,S1,BAIK,BERHASIL
IAIN TULUNGAGUNG,TADRIS KIMIA,S1,BAIK,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,PENDIDIKAN BAHASA ARAB,S1,BAIK,BERHASIL
UNIVERSITAS CENDERAWASIH,ILMU HUKUM,S2,B,BERHASIL
UNIVERSITAS ISLAM INDONESIA,PSIKOLOGI PROFESI,S2,B,BERHASIL
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,EKONOMI PEMBANGUNAN,S1,A,BERHASIL
"AKADEMI KEBIDANAN AL-IKHLAS CISARUA, CISARUA",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"AKADEMI KEBIDANAN LANGKAT, LANGKAT",KEBIDANAN,D-III,BAIK,BERHASIL
"AKADEMI KEPERAWATAN AL-IKHLAS CISARUA, BOGOR",KEPERAWATAN,D-III,BAIK,BERHASIL
"AKADEMI KEPERAWATAN BETHESDA SERUKAM, BENGKAYANG",KEPERAWATAN,D-III,BAIK,BERHASIL
"AKADEMI KEPERAWATAN GUNUNG MARIA, TOMOHON",KEPERAWATAN,D-III,BAIK SEKALI,GAGAL COCOK
"AKADEMI KEPERAWATAN SYEKH YUSUF GOWA, GOWA",KEPERAWATAN,D-III,BAIK,GAGAL COCOK
"AKADEMI KESEHATAN RUSTIDA, BANYUWANGI",KEPERAWATAN,D-III,BAIK SEKALI,GAGAL COCOK
"SEKOLAH TINGGI ILMU KESEHATAN BAKTI UTAMA PATI, PATI",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN YARSI PONTIANAK, PONTIANAK",NERS,PROFESI,BAIK SEKALI,GAGAL COCOK
"SEKOLAH TINGGI ILMU KESEHATAN YARSI PONTIANAK, PONTIANAK",ILMU KEPERAWATAN,S1,BAIK SEKALI,GAGAL COCOK
"UNIVERSITAS AHMAD DAHLAN, YOGYAKARTA",KESEHATAN MASYARAKAT,S2,BAIK SEKALI,BERHASIL
"UNIVERSITAS ANDALAS, PADANG",ILMU KEPERAWATAN,S2,UNGGUL,BERHASIL
"UNIVERSITAS GUNADARMA, JAKARTA",KEBIDANAN,S1,BAIK,BERHASIL
"UNIVERSITAS GUNADARMA, JAKARTA",BIDAN,PROFESI,BAIK,BERHASIL
"UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA, SURABAYA",KEPERAWATAN,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA, SURABAYA",NERS,PROFESI,BAIK SEKALI,BERHASIL
"UNIVERSITAS KRISTEN KRIDA WACANA, JAKARTA",OPTOMETRI,D-IV,BAIK,BERHASIL
"UNIVERSITAS LAMBUNG MANGKURAT, BANJARMASIN",NERS,PROFESI,BAIK SEKALI,BERHASIL
"UNIVERSITAS MUHAMMADIYAH SUKABUMI, SUKABUMI",KEPERAWATAN,S1,BAIK,BERHASIL
"UNIVERSITAS MUHAMMADIYAH SUKABUMI, SUKABUMI",NERS,PROFESI,BAIK,BERHASIL
"UNIVERSITAS NAHDLATUL ULAMA GORONTALO, GORONTALO",TERAPI GIGI,D-IV,BAIK,BERHASIL
"UNIVERSITAS NEGERI MEDAN, MEDAN",GIZI,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS PRIMA INDONESIA, MEDAN",KEPERAWATAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS SARI MULIA, BANJARMASIN",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
UNIVERSITAS MUHAMMADIYAH ACEH,TADRIS MATEMATIKA,S1,BAIK,BERHASIL
SEKOLAH TINGGI ILMU SYARI&#039;AH SULTAN FATAH,HUKUM EKONOMI SYARI'AH,S1,BAIK,GAGAL COCOK
UNIVERSITAS KRISTEN PETRA,SASTRA INGGRIS,S1,UNGGUL,BERHASIL
UNIVERSITAS HASANUDDIN,BUDIDAYA PERAIRAN,S1,UNGGUL,BERHASIL
UNIVERSITAS PRIMA INDONESIA,PENDIDIKAN BAHASA INDONESIA,S2,BAIK SEKALI,BERHASIL
IAIN BENGKULU,ILMU HADIS,S1,B,GAGAL COCOK
UNIVERSITAS EKASAKTI,ILMU HUKUM,S2,B,BERHASIL
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN EKONOMI,S1,A,BERHASIL
STAIN GAJAH PUTIH TAKENGON ACEH TENGAH,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BERHASIL
IAIN SURAKARTA,PENDIDIKAN ISLAM ANAK USIA DINI,S1,A,GAGAL COCOK
UNIVERSITAS SRIWIJAYA,PENDIDIKAN BAHASA INGGRIS,S1,A,BERHASIL
INSTITUT AGAMA ISLAM NEGERI SYAIKH ABDURRAHMAN SIDDIK BANGKA BELITUNG,PENDIDIKAN AGAMA ISLAM,S2,B,BERHASIL
IAIN JEMBER,PENDIDIKAN AGAMA ISLAM,S2,B,GAGAL COCOK
UNIVERSITAS MULAWARMAN,PENDIDIKAN KIMIA,S2,B,BERHASIL
AKADEMI MARITIM SUAKA BAHARI,KETATALAKSANAAN PELAYARAN NIAGA DAN KEPELABUHAN,D-III,BAIK SEKALI,BERHASIL
AKADEMI TEKNIK PIKA,DESAIN INTERIOR,D-III,BAIK,BERHASIL
POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,PARAMEDIK VETERINER,D-III,BAIK,BERHASIL
"STAI AL-AZHARY MAMUJU, SULAWESI BARAT",PENDIDIKAN AGAMA ISLAM,S1,BAIK,BERHASIL
SEKOLAH TINGGI PARIWISATA BOGOR,USAHA PERJALANAN WISATA,S1,BAIK,BERHASIL
SEKOLAH TINGGI PARIWISATA BOGOR,PERHOTELAN,D-III,BAIK,BERHASIL
UNIVERSITAS KATOLIK SOEGIJAPRANATA,PSIKOLOGI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS BATAM,TEKNIK SIPIL,S1,BAIK,BERHASIL
STKIP MUTIARA BANTEN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK,BERHASIL
UNIVERSITAS NUSA NIPA,MANAJEMEN SUMBERDAYA PERAIRAN,S1,BAIK,BERHASIL
POLITEKNIK PEMBANGUNAN PERTANIAN MAGELANG,TEKNOLOGI PAKAN TERNAK,D-IV,BAIK,GAGAL COCOK
UNIVERSITAS TANJUNGPURA,ILMU EKONOMI,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS ISLAM SYEKH YUSUF,TEKNIK INDUSTRI,S1,BAIK,GAGAL COCOK
SEKOLAH TINGGI AKUNTANSI DAN MANAJEMEN INDONESIA,AKUNTANSI,S1,BAIK,BERHASIL
INSTITUT PERTANIAN BOGOR,MANAJEMEN INDUSTRI,D-III,UNGGUL,BERHASIL
UNIVERSITAS TRIBUANA KALABAHI,AGRIBISNIS,S1,BAIK,BERHASIL
POLITEKNIK ATMI,REKAYASA TEKNOLOGI MANUFAKTUR,D-IV,BAIK,BERHASIL
UNIVERSITAS SUMATERA UTARA,TEKNIK MESIN,S2,BAIK SEKALI,BERHASIL
INSTITUT TEKNOLOGI SUMATERA,TEKNIK SISTEM ENERGI,S1,BAIK,BERHASIL
UNIVERSITAS NEGERI MALANG,PENDIDIKAN SEJARAH,S2,UNGGUL,BERHASIL
UNIVERSITAS RIAU,PENDIDIKAN ILMU PENGETAHUAN ALAM,S2,BAIK,BERHASIL
SEKOLAH TINGGI TEKNOLOGI KELAUTAN,BUDIDAYA PERAIRAN,S1,BAIK SEKALI,GAGAL COCOK
POLITEKNIK PEMBANGUNAN PERTANIAN BOGOR,KESEHATAN HEWAN,D-III,BAIK,BERHASIL
UNIVERSITAS MEGOU PAK TULANG BAWANG,AGROTEKNOLOGI,S1,BAIK,GAGAL COCOK
UNIVERSITAS INDONESIA,FISIKA,S3,BAIK,BERHASIL
UNIVERSITAS SILIWANGI,AGROTEKNOLOGI,S2,BAIK,BERHASIL
UNIVERSITAS TADULAKO,TEKNIK SIPIL KAMPUS KAB. MOROWALI,S1,BAIK,BERHASIL
UNIVERSITAS HALU OLEO,ILMU KEOLAHRAGAAN,S1,BAIK,BERHASIL
INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN,DESAIN KOMUNIKASI VISUAL,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM NEGERI BENGKULU,PENDIDIKAN AGAMA ISLAM,S2,A,GAGAL COCOK
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN YPM BANGKO,PENDIDIKAN LUAR SEKOLAH,S1,B,GAGAL COCOK
UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TEKNOLOGI DAN KEJURUAN,S2,B,BERHASIL
INSTITUT ILMU SOSIAL DAN BUDAYA SAMAWA REA,SENI MUSIK,S1,TIDAK TERAKREDITASI,GAGAL COCOK
INSTITUT SAINS DAN TEKNOLOGI INDONESIA MANOKWARI,TEKNIK SIPIL,S1,TIDAK TERAKREDITASI,GAGAL COCOK
IAIN SALATIGA,ILMU HADIS,S1,B,GAGAL COCOK
UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH,PERBANKAN SYARIAH,S3,B,BERHASIL
STAI SAYID SABIQ INDRAMAYU,PERBANKAN SYARI'AH,S1,B,BERHASIL
UNIVERSITAS SAM RATULANGI,KEHUTANAN,S1,B,BERHASIL
STAI SEPAKAT SEGENEP KUTACANE ACEH TENGGARA,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,GAGAL COCOK
INSTITUT AGAMA ISLAM BUNGA BANGSA CIREBON,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS TEKNOLOGI SUMBAWA,TEKNOBIOLOGI,S1,BAIK,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI BISNIS INDONESIA,AKUNTANSI,D-III,TIDAK TERAKREDITASI,BERHASIL
INSTITUT BISNIS MUHAMMADIYAH BEKASI,TEKNIK INFORMATIKA,S1,BAIK,BERHASIL
UNIVERSITAS SAN PEDRO,BIOLOGI,S1,BAIK,BERHASIL
UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,TEKNIK ELEKTRO,S1,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH,PERBANKAN SYARIAH,S1,A,BERHASIL
UNIVERSITAS MADAKO TOLI-TOLI,ILMU HUKUM,S1,B,GAGAL COCOK
UNIVERSITAS TIDAR,AKUNTANSI,D-III,A,BERHASIL
INSTITUT AGAMA ISLAM NEGERI PADANGSIDIMPUAN,PENDIDIKAN AGAMA ISLAM,S1,A,GAGAL COCOK
IAIN KENDARI,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BERHASIL
"STIS SAMARINDA, KALIMANTAN TIMUR",PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,C,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI TRIANANDRA,MANAJEMEN,S1,BAIK,BERHASIL
POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,AGRIBISNIS PETERNAKAN,D-IV,BAIK,BERHASIL
POLITEKNIK KELAUTAN DAN PERIKANAN SIDOARJO,TEKNIK PENGOLAHAN PRODUK PERIKANAN,D-III,BAIK SEKALI,BERHASIL
AKADEMI MARITIM SAPTA SAMUDRA,NAUTIKA,D-III,BAIK,BERHASIL
INSTITUT PERTANIAN BOGOR,PENGENDALIAN HAMA TERPADU,S2,BAIK SEKALI,BERHASIL
STAI AL-HIDAYAH BOGOR,PERBANKAN SYARI'AH,D-III,BAIK,BERHASIL
SEKOLAH TINGGI PARIWISATA BOGOR,PERHOTELAN,D-IV,BAIK,BERHASIL
UNIVERSITAS ISLAM DARUL `ULUM,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS SRIWIJAYA,PENDIDIKAN MATEMATIKA,S2,BAIK SEKALI,BERHASIL
POLITEKNIK PEMBANGUNAN PERTANIAN MAGELANG,TEKNOLOGI BENIH,D-IV,BAIK,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI PEMBANGUNAN NASIONAL,AKUNTANSI,D-III,BAIK,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,PETERNAKAN,S1,BAIK,BERHASIL
UNIVERSITAS LAKIDENDE UNAHAA,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH PALEMBANG,TEKNIK INDUSTRI,S1,BAIK,BERHASIL
UNIVERSITAS DARUSSALAM GONTOR,AQIDAH DAN FILSAFAT ISLAM,S3,BAIK SEKALI,BERHASIL
AKADEMI TEKNIK INFORMATIKA TUNAS BANGSA,KOMPUTERISASI AKUNTANSI,D-III,BAIK,BERHASIL
UNIVERSITAS MUSLIM MAROS,AGRIBISNIS,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH PARE-PARE,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI AL-KHAIRIYAH,AKUNTANSI,S1,BAIK,GAGAL COCOK
UNIVERSITAS IQRA BURU,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,BERHASIL
POLITEKNIK INDUSTRI FURNITUR DAN PENGOLAHAN KAYU,TEKNIK PRODUKSI FURNITUR,D-III,BAIK,GAGAL COCOK
UNIVERSITAS GRAHA NUSANTARA,TEKNIK SIPIL,S1,BAIK,BERHASIL
SEKOLAH TINGGI PARIWISATA MATARAM,PARIWISATA,S1,BAIK,BERHASIL
UNIVERSITAS ADHIRAJASA RESWARA SANJAYA,DESAIN KOMUNIKASI VISUAL,S1,BAIK,BERHASIL
UNIVERSITAS LAMPUNG,PERENCANAAN WILAYAH DAN KOTA,S2,BAIK,BERHASIL
UNIVERSITAS NEGERI MEDAN,PENDIDIKAN BAHASA PERANCIS,S2,BAIK,BERHASIL
UNIVERSITAS HALU OLEO,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,BAIK,BERHASIL
SEKOLAH TINGGI BAHASA ASING YAPARI,SASTRA INGGRIS,S1,B,BERHASIL
UNIVERSITAS PELITA HARAPAN,HUKUM,S2,B,BERHASIL
UNIVERSITAS DHARMAS INDONESIA PADANG,SISTEM INFORMASI,S1,B,GAGAL COCOK
UNIVERSITAS HALU OLEO,PENDIDIKAN SEJARAH,S1,B,BERHASIL
UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER,KOMPUTER GRAFIS,D-III,B,BERHASIL
POLITEKNIK PEMBANGUNAN PERTANIAN YOGYAKARTA MAGELANG,AGRIBISNIS HOLTIKULTURA,D-IV,BAIK,GAGAL COCOK
SEKOLAH TINGGI AGAMA ISLAM MUHAMMADIYAH PROBOLINGGO,HUKUM KELUARGA ISLAM,S1,B,GAGAL COCOK
SEKOLAH TINGGI PARIWISATA TRISAKTI,PARIWISATA,S1,A,GAGAL COCOK
INSTITUT AGAMA ISLAM SULTAN MUHAMMAD SYAFIUDDIN SAMBAS,BIMBINGAN PENYULUHAN ISLAM,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM SULTAN MUHAMMAD SYAFIUDDIN SAMBAS,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,BERHASIL
STT PERIAGO,PENDIDIKAN AGAMA KRISTEN,S1,TIDAK TERAKREDITASI,BERHASIL
STAI AL-YASINI PASURUAN,PENDIDIKAN BAHASA ARAB,S1,B,BERHASIL
INSTITUT AGAMA ISLAM NEGERI BATUSANGKAR,MANAJEMEN ZAKAT DAN WAKAF,S1,B,BERHASIL
STIU AL-MUJTAMA PAMEKASAN,ILMU AL-QUR'AN DAN TAFSIR,S1,B,GAGAL COCOK
"SEKOLAH TINGGI EKONOMI ISLAM MASYARAKAT MADANI, PAMEKASAN JAWA TIMUR",AKUNTANSI SYARI'AH,S1,BAIK,BERHASIL
SEKOLAH TINGGI ILMU TARBIYAH DARUL ULUM SAROLANGUN JAMBI,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
UNIVERSITAS BINA BANGSA,AKUNTANSI,S1,B,BERHASIL
UNIVERSITAS EKASAKTI,ILMU ADMINISTRASI NEGARA,S1,B,BERHASIL
UNIVERSITAS MAJALENGKA,PENDIDIKAN BAHASA INGGRIS,S1,B,BERHASIL
INSTITUT DIROSAT ISLAMIYAH AL-AMIEN PRENDUAN SUMENEP,ILMU AL-QUR'AN DAN TAFSIR,S1,B,BERHASIL
UNIVERSITAS BOSOWA,PSIKOLOGI,S1,B,BERHASIL
INSTITUT DIROSAT ISLAMIYAH AL-AMIEN PRENDUAN SUMENEP,AQIDAH DAN FILSAFAT ISLAM,S1,B,BERHASIL
UNIVERSITAS SANATA DHARMA,PENDIDIKAN KEAGAMAAN KATOLIK,S1,A,BERHASIL
UNIVERSITAS BINA NUSANTARA,PJJ TEKNIK INDUSTRI,S1,B,BERHASIL
UNIVERSITAS HALU OLEO,PENDIDIKAN PROFESI GURU,PROFESI,B,BERHASIL
IAIN SALATIGA,EKONOMI SYARIAH,S2,B,GAGAL COCOK
UNIVERSITAS JAMBI,ILMU KEPENDUDUKAN & KETENAGAKERJAAN,S2,B,BERHASIL
STAI SUKABUMI,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BERHASIL
UNIVERSITAS ISLAM NEGERI MATARAM,HUKUM KELUARGA ISLAM,S2,A,BERHASIL
INSTITUT AGAMA ISLAM SUNAN GIRI PONOROGO,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BERHASIL
INSTITUT AGAMA ISLAM NEGERI BATUSANGKAR,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BERHASIL
UNIVERSITAS KOMPUTER INDONESIA,ILMU HUBUNGAN INTERNASIONAL,S1,A,BERHASIL
INSTITUT AGAMA ISLAM NEGERI PADANGSIDIMPUAN,EKONOMI SYARIAH,S1,B,GAGAL COCOK
INSTITUT AGAMA ISLAM NEGERI PADANGSIDIMPUAN,AHWAL AL SYAKHSHIYYAH,S1,B,GAGAL COCOK
"INSTITUT AGAMA ISLAM DARULLUGHAH WADDA&#039;WAH BANGIL, PASURUAN",PENDIDIKAN BAHASA ARAB,S1,A,GAGAL COCOK
STIT AL-QUR`AN AL-ITTIFAQIAH OGAN ILIR SUMATERA SELATAN,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BERHASIL
UNIVERSITAS NUKU,TEKNIK SIPIL,S1,BAIK,BERHASIL
AKADEMI MANAJEMEN KOPERASI TANTULAR,MANAJEMEN KEUANGAN,D-III,BAIK,BERHASIL
UNIVERSITAS SERAMBI MEKKAH,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK SEKALI,BERHASIL
AKADEMI PARIWISATA CITRA BUANA INDONESIA,PERHOTELAN,D-III,BAIK,BERHASIL
UNIVERSITAS KARIMUN,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,BERHASIL
POLITEKNIK PERTANIAN NEGERI SAMARINDA,PENGELOLAAN HUTAN,D-III,BAIK,BERHASIL
UNIVERSITAS MAJALENGKA,MANAJEMEN PENDIDIKAN ISLAM,S2,BAIK,BERHASIL
SEKOLAH TINGGI BAHASA ASING CIPTO HADI PRANOTO,SASTRA INGGRIS,S1,BAIK,BERHASIL
UNIVERSITAS NEGERI MAKASSAR,SOSIOLOGI,S1,BAIK SEKALI,BERHASIL
STKIP HERMON TIMIKA,PENDIDIKAN MATEMATIKA,S1,BAIK,BERHASIL
UNIVERSITAS SULAWESI TENGGARA,TEKNIK SIPIL,S1,BAIK,GAGAL COCOK
UNIVERSITAS DHARMAS INDONESIA,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,BERHASIL
POLITEKNIK KELAUTAN DAN PERIKANAN PANGANDARAN,TEKNOLOGI KELAUTAN,D-III,BAIK,BERHASIL
UNIVERSITAS NEGERI MALANG,PENDIDIKAN KIMIA,S2,UNGGUL,BERHASIL
UNIVERSITAS BANGKA BELITUNG,MATEMATIKA,S1,BAIK,BERHASIL
UNIVERSITAS KATOLIK SANTO THOMAS,AGRIBISNIS,S1,BAIK SEKALI,BERHASIL
POLITEKNIK NEGERI LHOKSEUMAWE,TEKNOLOGI KONSTRUKSI JALAN DAN JEMBATAN,D-III,BAIK,BERHASIL
POLITEKNIK PERTANIAN DAN PETERNAKAN MAPENA,AGRIBINIS,D-III,BAIK,BERHASIL
UNIVERSITAS MEGOU PAK TULANG BAWANG,PENDIDIKAN SEJARAH,S1,BAIK,GAGAL COCOK
UNIVERSITAS JENDERAL ACHMAD YANI YOGYAKARTA,AKUNTANSI,S1,BAIK,BERHASIL
POLITEKNIK KESEJAHTERAAN SOSIAL BANDUNG,REHABILITASI SOSIAL,D-IV,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI WALISONGO SEMARANG,ILMU SENI DAN ARSITEKTUR ISLAM,S1,BAIK,BERHASIL
UNIVERSITAS WIDYA GAMA,MANAJEMEN,S2,B,BERHASIL
POLITEKNIK HARAPAN BERSAMA,AKUNTANSI,D-III,B,BERHASIL
SEKOLAH TINGGI ELEKTRONIKA &AMP; KOMPUTER,KOMPUTER GRAFIS,D-III,B,GAGAL COCOK
UNIVERSITAS AHMAD DAHLAN,PENDIDIKAN PROFESI GURU,PROFESI,A,BERHASIL
AKADEMI TEKNIK PEMBANGUNAN NASIONAL,TEKNIK LISTRIK,D-III,TIDAK TERAKREDITASI,GAGAL COCOK
IAIN SALATIGA,HUKUM TATANEGARA,S1,B,GAGAL COCOK
STAI SUKABUMI,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
"INSTITUT ILMU AL-QUR`AN JAKARTA, JAKARTA SELATAN",MANAJEMEN ZAKAT DAN WAKAF,S1,B,BERHASIL
UNIVERSITAS NEGERI YOGYAKARTA,PSIKOLOGI,S2,B,BERHASIL
IAIN PONTIANAK,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BERHASIL
POLITEKNIK PEMBANGUNAN PERTANIAN BOGOR,TEKNOLOGI MEKANISASI PERTANIAN,D-III,BAIK,BERHASIL
INSTITUT TEKNOLOGI DAN BISNIS BANK RAKYAT INDONESIA,KEWIRAUSAHAAN,S1,BAIK,BERHASIL
STKIP  LA TANSA MASHIRO,PENDIDIKAN BIOLOGI,S1,BAIK,GAGAL COCOK
UNIVERSITAS AIRLANGGA,PENDIDIKAN PROFESI AKUNTAN,PROFESI,A,BERHASIL
UNIVERSITAS SUMATERA UTARA,PSIKOLOGI PROFESI,S2,B,BERHASIL
